cell_id,dataset,celltype,n_proteins_identified,intensity_max,intensity_min_detected,intensity_median,dynamic_range_log10
[231] Kidney_1cell_231.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,842,422065.5625,168.3275146484375,681.3756408691406,3.3992248071852584
[105] Kidney_1cell_105.htrms.PG.Quantity,kidney768,DCT2,1145,149284.90625,116.65644073486328,398.8030700683594,3.1071071780452977
[513] Kidney_1cell_513.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,863,86211.3125,125.21257781982422,469.5224609375,2.837916300241229
[639] Kidney_1cell_639.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,277,399067.09375,229.7591552734375,957.2723999023438,3.239773092383284
[698] Kidney_1cell_698.htrms.PG.Quantity,kidney768,Descending vasa recta,660,300543.625,171.20970153808594,632.0174865722656,3.2443791501537254
[215] Kidney_1cell_215.htrms.PG.Quantity,,,12,2059.775146484375,213.4364013671875,497.79933166503906,0.9845513236873922
[720] Kidney_1cell_720.htrms.PG.Quantity,kidney768,Macula densa,210,179890.5,237.002197265625,633.9918823242188,2.880255856494957
[756] Kidney_1cell_756.htrms.PG.Quantity,kidney768,CD-intercalated cells (type B),1462,244307.828125,88.57506561279297,306.79051208496094,3.4406259001713404
[156] Kidney_1cell_156.htrms.PG.Quantity,,,21,13198.7236328125,408.6259460449219,1125.6649169921875,1.509205996232705
[207] Kidney_1cell_207.htrms.PG.Quantity,,,19,203758.359375,23.97510528564453,898.33349609375,3.929354912077548
[761] Kidney_1cell_761.htrms.PG.Quantity,kidney768,Proximal straight tubule,1229,3552748.0,121.37451171875,613.1821899414062,4.466436907853059
[441] Kidney_1cell_441.htrms.PG.Quantity,kidney768,CNT,479,91894.5234375,211.6676025390625,786.49755859375,2.6376352390885205
[515] Kidney_1cell_515.htrms.PG.Quantity,kidney768,CD-intercalated cells (type B),1221,223586.1875,106.41950225830078,393.9832458496094,3.3224237472756206
[403] Kidney_1cell_403.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,204,143226.59375,344.36907958984375,1389.303466796875,2.618999513700548
[543] Kidney_1cell_543.htrms.PG.Quantity,,,36,28307.005859375,126.28973388671875,785.2518615722656,2.3505258866804666
[387] Kidney_1cell_387.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,314,246669.15625,149.5856170654297,960.6282043457031,3.217225010966513
[517] Kidney_1cell_517.htrms.PG.Quantity,kidney768,Macula densa,910,310162.1875,131.10450744628906,437.9886779785156,3.373971227751508
[481] Kidney_1cell_481.htrms.PG.Quantity,kidney768,Descending vasa recta,187,53865.4921875,266.76470947265625,933.109375,2.305182256634831
[213] Kidney_1cell_213.htrms.PG.Quantity,kidney768,Proximal straight tubule,1321,38570.80078125,90.77222442626953,382.8400573730469,2.6283056772768894
[140] Kidney_1cell_140.htrms.PG.Quantity,kidney768,Descending vasa recta,326,22338.955078125,296.0231628417969,941.0194702148438,1.8777371602873054
[211] Kidney_1cell_211.htrms.PG.Quantity,kidney768,Proximal straight tubule,1135,128819.1171875,99.56132507324219,413.7375183105469,3.1118896505083975
[371] Kidney_1cell_371.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,195,27435.265625,212.3101348876953,1147.37841796875,2.1113384430935627
[266] Kidney_1cell_266.htrms.PG.Quantity,kidney768,Descending vasa recta,271,235640.1875,158.80987548828125,588.5308837890625,3.171371854385021
[343] Kidney_1cell_343.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,651,25578.556640625,133.24069213867188,518.9829711914062,2.2832391542188724
[424] Kidney_1cell_424.htrms.PG.Quantity,kidney768,CNT,1059,297399.65625,120.20619201660156,423.72137451171875,3.3934136227474996
[163] Kidney_1cell_163.htrms.PG.Quantity,kidney768,Unknown,139,20362.67578125,344.3504638671875,927.4571533203125,1.7718341740388939
[277] Kidney_1cell_277.htrms.PG.Quantity,kidney768,CNT,867,226199.109375,139.441162109375,485.92816162109375,3.2100998970753536
[470] Kidney_1cell_470.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,274,60865.62109375,288.57940673828125,1279.63623046875,2.3241067218110496
[455] Kidney_1cell_455.htrms.PG.Quantity,kidney768,DCT2,843,79642.4765625,123.65460968017578,471.2758483886719,2.8089344454642915
[394] Kidney_1cell_394.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,983,97768.046875,119.33721160888672,419.4783630371094,2.91342105325882
[72] Kidney_1cell_072.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,115,60234.03125,329.6298522949219,1115.7227783203125,2.261815394079669
[451] Kidney_1cell_451.htrms.PG.Quantity,,,39,38172.703125,362.8749694824219,2080.042724609375,2.021995902432993
[768] Kidney_1cell_768.htrms.PG.Quantity,,,1,1709.9547119140625,1709.9547119140625,1709.9547119140625,0.0
[157] Kidney_1cell_157.htrms.PG.Quantity,,,5,1834.956298828125,317.075439453125,1722.506591796875,0.7624631225496321
[297] Kidney_1cell_297.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,760,484543.40625,139.14418029785156,598.5736389160156,3.5418676412993344
[133] Kidney_1cell_133.htrms.PG.Quantity,,,47,185192.0,313.1422119140625,1542.5079345703125,2.7718806069836694
[445] Kidney_1cell_445.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,169,423914.3125,164.27621459960938,687.284912109375,3.411703392885922
[686] Kidney_1cell_686.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,760,300113.46875,166.1256561279297,496.19996643066406,3.256848777264439
[738] Kidney_1cell_738.htrms.PG.Quantity,kidney768,Proximal straight tubule,1164,90587.1640625,109.1682357788086,424.5803527832031,2.918970371857058
[316] Kidney_1cell_316.htrms.PG.Quantity,kidney768,Proximal straight tubule,1463,49377.74609375,76.37015533447266,320.44439697265625,2.810607588212837
[428] Kidney_1cell_428.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,1089,310531.40625,127.24258422851562,446.26318359375,3.387473049211617
[647] Kidney_1cell_647.htrms.PG.Quantity,kidney768,CNT,887,836489.5625,139.19296264648438,502.42919921875,3.778843247660468
[256] Kidney_1cell_256.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,107,223193.890625,201.9683837890625,617.3875122070312,3.043398912565367
[295] Kidney_1cell_295.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,755,116923.203125,137.96090698242188,473.3036804199219,2.928144663554168
[365] Kidney_1cell_365.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,572,29985.3515625,167.63262939453125,629.7779541015625,2.252550587903771
[700] Kidney_1cell_700.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,686,746989.5,171.49586486816406,632.7420654296875,3.639060844494714
[305] Kidney_1cell_305.htrms.PG.Quantity,,,42,25579.021484375,185.93051147460938,1000.2597961425781,2.138533262698864
[173] Kidney_1cell_173.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,406,59325.8203125,185.92506408691406,727.1421508789062,2.5039058121685267
[582] Kidney_1cell_582.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,672,485522.34375,167.20034790039062,569.0829162597656,3.4629720441888012
[167] Kidney_1cell_167.htrms.PG.Quantity,kidney768,Descending vasa recta,763,41654.05078125,140.4481201171875,526.6553955078125,2.472141311558886
[117] Kidney_1cell_117.htrms.PG.Quantity,kidney768,CNT,457,44333.484375,195.34857177734375,783.7261962890625,2.3559216254861806
[150] Kidney_1cell_150.htrms.PG.Quantity,,,55,430355.75,130.05081176757812,1134.0047607421875,3.519714542591508
[564] Kidney_1cell_564.htrms.PG.Quantity,kidney768,Proximal straight tubule,1415,159960.15625,87.48564910888672,343.87884521484375,3.262075001220433
[721] Kidney_1cell_721.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,224,27360.5390625,149.34603881835938,692.5002746582031,2.2629309416066903
[121] Kidney_1cell_121.htrms.PG.Quantity,kidney768,CNT,1037,149876.234375,124.33568572998047,459.34478759765625,3.0811369790568146
[430] Kidney_1cell_430.htrms.PG.Quantity,kidney768,DCT2,1188,571799.8125,104.62494659423828,377.57896423339844,3.7376087592957057
[763] Kidney_1cell_763.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,422,587304.25,245.52749633789062,771.1441345214844,3.3787630082912914
[290] Kidney_1cell_290.htrms.PG.Quantity,kidney768,CNT,486,219243.078125,144.12445068359375,566.1952819824219,3.1821882258082814
[282] Kidney_1cell_282.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,353,175287.8125,130.67347717285156,729.6387329101562,3.1275642736268123
[546] Kidney_1cell_546.htrms.PG.Quantity,kidney768,Proximal straight tubule,1488,210973.953125,76.82737731933594,324.7053527832031,3.438712832755233
[271] Kidney_1cell_271.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,640,34535.0703125,179.01145935058594,651.4554443359375,2.285379511489176
[226] Kidney_1cell_226.htrms.PG.Quantity,kidney768,Proximal straight tubule,1303,411097.0,87.45185852050781,368.2481994628906,3.672175263999812
[669] Kidney_1cell_669.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,259,76075.1953125,254.6534423828125,1092.2823486328125,2.4752935247159655
[292] Kidney_1cell_292.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,1039,399611.71875,105.52568054199219,369.51226806640625,3.5782800539456536
[289] Kidney_1cell_289.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,703,224331.0625,140.0673370361328,529.63818359375,3.2045525413881326
[440] Kidney_1cell_440.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,287,860382.3125,175.8528289794922,541.2728881835938,3.689542114411161
[663] Kidney_1cell_663.htrms.PG.Quantity,kidney768,CNT,1275,205864.59375,102.572265625,359.40264892578125,3.3025517112235447
[89] Kidney_1cell_089.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,437,282764.71875,237.78440856933594,850.8137817382812,3.0752418458166986
[593] Kidney_1cell_593.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,511,89752.015625,178.1292266845703,611.0958862304688,2.702309028122779
[489] Kidney_1cell_489.htrms.PG.Quantity,,,10,5238.15087890625,192.64151000976562,487.113037109375,1.4344281298377726
[487] Kidney_1cell_487.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,91,108246.90625,248.16403198242188,1256.14306640625,2.639676656235419
[600] Kidney_1cell_600.htrms.PG.Quantity,kidney768,DCT2,970,298510.90625,128.65081787109375,507.72637939453125,3.3655476514353397
[541] Kidney_1cell_541.htrms.PG.Quantity,kidney768,Unknown,139,142922.546875,260.1957092285156,1164.1116943359375,2.7398006161846244
[337] Kidney_1cell_337.htrms.PG.Quantity,kidney768,CNT,1097,399956.9375,109.144775390625,412.3294372558594,3.56401028282896
[571] Kidney_1cell_571.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,991,181679.0625,121.81163787841797,492.00274658203125,3.1736160974173937
[535] Kidney_1cell_535.htrms.PG.Quantity,kidney768,Descending vasa recta,309,44208.73828125,275.3874816894531,996.8968505859375,2.205563925693913
[27] Kidney_1cell_027.htrms.PG.Quantity,kidney768,Descending vasa recta,559,54259.0859375,170.7249755859375,655.151123046875,2.5021754139654546
[490] Kidney_1cell_490.htrms.PG.Quantity,,,78,25034.240234375,287.0340576171875,1519.56201171875,1.940600985121813
[6] Kidney_1cell_006.htrms.PG.Quantity,kidney768,Descending vasa recta,719,654163.0625,158.39894104003906,595.1572265625,3.615933744090348
[706] Kidney_1cell_706.htrms.PG.Quantity,kidney768,Proximal straight tubule,1470,183771.34375,72.53065490722656,316.2465515136719,3.403756192045731
[16] Kidney_1cell_016.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,138,30330.5390625,330.1728210449219,1051.6934814453125,1.9631388086412365
[332] Kidney_1cell_332.htrms.PG.Quantity,kidney768,Descending vasa recta,323,713167.6875,202.14505004882812,751.291259765625,3.5475285465764683
[24] Kidney_1cell_024.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,505,336907.375,226.01156616210938,671.9393310546875,3.173379853142093
[193] Kidney_1cell_193.htrms.PG.Quantity,,,27,282588.25,206.58641052246094,1084.4052734375,3.13605235019085
[547] Kidney_1cell_547.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,307,458059.21875,228.4408721923828,1018.59228515625,3.302147818392051
[728] Kidney_1cell_728.htrms.PG.Quantity,kidney768,Descending vasa recta,745,579911.5,163.00909423828125,607.0858154296875,3.551149886894147
[116] Kidney_1cell_116.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,743,97469.1328125,180.4578857421875,617.5934448242188,2.7324912373077437
[171] Kidney_1cell_171.htrms.PG.Quantity,kidney768,Proximal straight tubule,1336,59219.74609375,84.54570770263672,362.1168518066406,2.8453749771922885
[579] Kidney_1cell_579.htrms.PG.Quantity,kidney768,Proximal straight tubule,1271,149815.078125,99.76676177978516,379.4536437988281,3.176569648934609
[723] Kidney_1cell_723.htrms.PG.Quantity,kidney768,Proximal straight tubule,523,677907.3125,165.94131469726562,666.9993286132812,3.611215792075908
[767] Kidney_1cell_767.htrms.PG.Quantity,kidney768,DCT2,1165,333760.96875,132.5337677001953,464.6191101074219,3.401109002932487
[214] Kidney_1cell_214.htrms.PG.Quantity,,,8,7308.73388671875,79.49562072753906,215.54145050048828,1.9634989445699729
[461] Kidney_1cell_461.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,208,242744.40625,132.9908905029297,690.4165344238281,3.261327336855233
[750] Kidney_1cell_750.htrms.PG.Quantity,kidney768,Proximal straight tubule,850,266587.84375,132.28501892089844,587.214111328125,3.3043296781781213
[747] Kidney_1cell_747.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,1099,463653.1875,130.46371459960938,432.7017517089844,3.550703510078216
[97] Kidney_1cell_097.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,174,14543.9833984375,236.94757080078125,782.3801574707031,1.7880311094949104
[377] Kidney_1cell_377.htrms.PG.Quantity,kidney768,CNT,394,188134.765625,260.96063232421875,899.8252258300781,2.857894060688565
[196] Kidney_1cell_196.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,274,576442.625,156.96673583984375,973.729248046875,3.5649484600862325
[649] Kidney_1cell_649.htrms.PG.Quantity,kidney768,CD-intercalated cells (type B),892,468480.90625,142.64920043945312,461.08180236816406,3.516422553417886
[412] Kidney_1cell_412.htrms.PG.Quantity,kidney768,CNT,1106,91560.984375,103.7820053100586,403.2213134765625,2.9455883951202537
[338] Kidney_1cell_338.htrms.PG.Quantity,kidney768,DCT2,1352,232551.390625,87.96788024902344,327.0400695800781,3.4221948139187393
[119] Kidney_1cell_119.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,852,103412.0703125,196.55430603027344,653.1211853027344,2.721088670198309
[77] Kidney_1cell_077.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,445,32270.974609375,269.4956970214844,909.35546875,2.078260246350786
[188] Kidney_1cell_188.htrms.PG.Quantity,,,75,102592.3203125,260.0799255371094,930.3096923828125,2.596008020142895
[675] Kidney_1cell_675.htrms.PG.Quantity,kidney768,Proximal straight tubule,768,1159379.625,168.128173828125,605.536376953125,3.838585167998888
[731] Kidney_1cell_731.htrms.PG.Quantity,kidney768,Proximal straight tubule,1630,157680.21875,67.9671401977539,270.698974609375,3.3654782169448096
[658] Kidney_1cell_658.htrms.PG.Quantity,kidney768,Proximal straight tubule,367,997939.5625,211.8005828857422,928.7276611328125,3.6731770892445543
[671] Kidney_1cell_671.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,977,681991.5,144.34332275390625,466.20166015625,3.6743822634142194
[255] Kidney_1cell_255.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,1096,1180205.875,126.18366241455078,425.14599609375,3.970954643780215
[274] Kidney_1cell_274.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,319,22180.07421875,134.4302215576172,590.61474609375,2.2174660806433018
[43] Kidney_1cell_043.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,383,131476.828125,178.97747802734375,865.03271484375,2.866050834050263
[437] Kidney_1cell_437.htrms.PG.Quantity,kidney768,Macula densa,505,439790.125,142.37413024902344,437.1068115234375,3.4898143895041676
[444] Kidney_1cell_444.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,721,276571.5625,125.65055084228516,545.2173461914062,3.3426431264172276
[317] Kidney_1cell_317.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,440,27209.193359375,207.7646942138672,747.1235961914062,2.117143917789809
[327] Kidney_1cell_327.htrms.PG.Quantity,kidney768,Proximal straight tubule,1080,133012.25,122.0186538696289,484.5362091064453,3.037465410459782
[567] Kidney_1cell_567.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,90,375365.90625,322.4649963378906,1494.133544921875,3.0659722452125995
[227] Kidney_1cell_227.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,767,516679.5625,135.58889770507812,498.8002624511719,3.580997153094801
[62] Kidney_1cell_062.htrms.PG.Quantity,,,65,13939.419921875,233.25518798828125,1029.4720458984375,1.7764133893439606
[34] Kidney_1cell_034.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,107,97418.609375,359.43231201171875,1054.937255859375,2.433024809390394
[79] Kidney_1cell_079.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,310,66510.515625,217.8952178955078,1071.751220703125,2.484642615756444
[632] Kidney_1cell_632.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,148,204505.796875,336.7815856933594,1018.3157958984375,2.783357285502272
[181] Kidney_1cell_181.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,723,570828.375,135.44900512695312,563.1615600585938,3.6247297336018884
[604] Kidney_1cell_604.htrms.PG.Quantity,,,5,38863.90234375,237.62696838378906,854.1741333007812,2.213650678809826
[416] Kidney_1cell_416.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,701,93328.5546875,159.4174346923828,579.2162475585938,2.767478723986605
[176] Kidney_1cell_176.htrms.PG.Quantity,kidney768,Unknown,136,583455.8125,165.34439086914062,922.810791015625,3.547618504199913
[485] Kidney_1cell_485.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,498,487923.125,175.5697479248047,721.3312377929688,3.4439017162880425
[38] Kidney_1cell_038.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,133,236142.53125,325.88873291015625,971.1443481445312,2.8601048685247275
[164] Kidney_1cell_164.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,919,71689.1640625,134.1658477783203,530.4737548828125,2.727811537035412
[315] Kidney_1cell_315.htrms.PG.Quantity,kidney768,Unknown,112,20663.484375,309.4081115722656,921.3490905761719,1.8246718610014412
[418] Kidney_1cell_418.htrms.PG.Quantity,kidney768,CNT,575,132781.015625,167.5497283935547,641.7955932617188,2.898992258027633
[458] Kidney_1cell_458.htrms.PG.Quantity,kidney768,Descending vasa recta,261,33956.66015625,144.8994140625,619.122802734375,2.3698583388776817
[563] Kidney_1cell_563.htrms.PG.Quantity,kidney768,Descending vasa recta,715,250733.125,163.00843811035156,614.7857666015625,3.187001627330442
[745] Kidney_1cell_745.htrms.PG.Quantity,kidney768,Proximal straight tubule,464,42237.29296875,219.31619262695312,1006.4566650390625,2.2846253782030623
[491] Kidney_1cell_491.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,92,175771.828125,285.6767272949219,1236.8306274414062,2.7890744077083305
[598] Kidney_1cell_598.htrms.PG.Quantity,kidney768,Proximal straight tubule,426,45701.109375,187.95982360839844,855.4053039550781,2.385861713725893
[56] Kidney_1cell_056.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,879,86487.96875,150.58258056640625,545.9032592773438,2.759180961952418
[581] Kidney_1cell_581.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,335,979802.0,162.49893188476562,1069.09228515625,3.7802878109350195
[57] Kidney_1cell_057.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,964,386393.9375,123.7362289428711,474.5097351074219,3.4945334276649804
[575] Kidney_1cell_575.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,847,211563.921875,127.45519256591797,428.072509765625,3.220084075709708
[370] Kidney_1cell_370.htrms.PG.Quantity,kidney768,Proximal straight tubule,379,32327.63671875,166.7083282470703,698.3655395507812,2.28761666066831
[20] Kidney_1cell_020.htrms.PG.Quantity,kidney768,Descending vasa recta,379,49334.796875,244.71812438964844,673.1412353515625,2.3044872090359494
[562] Kidney_1cell_562.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,487,311901.65625,269.338623046875,881.8697509765625,3.063719045413782
[324] Kidney_1cell_324.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,271,448073.84375,153.87820434570312,735.9852905273438,3.4641724830291065
[265] Kidney_1cell_265.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,438,1111554.5,189.49600219726562,621.24658203125,3.7683307091268765
[576] Kidney_1cell_576.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,313,60428.03125,223.73524475097656,914.93310546875,2.431504041743955
[237] Kidney_1cell_237.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,752,205884.46875,133.8466033935547,499.2055358886719,3.187016231467644
[17] Kidney_1cell_017.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,727,89711.7109375,169.1533966064453,565.9044799804688,2.724568416544046
[645] Kidney_1cell_645.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,135,35676.328125,355.47955322265625,1394.647705078125,2.001565523934433
[678] Kidney_1cell_678.htrms.PG.Quantity,kidney768,Proximal straight tubule,885,92494.4609375,129.27206420898438,548.5210571289062,2.8546110419907866
[679] Kidney_1cell_679.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,243,48822.078125,240.55291748046875,1108.038818359375,2.307405632844317
[644] Kidney_1cell_644.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,325,1152117.25,207.6341094970703,821.8825073242188,3.7441979795114833
[616] Kidney_1cell_616.htrms.PG.Quantity,kidney768,Descending vasa recta,755,85666.6484375,158.4462432861328,700.998046875,2.732929829543462
[300] Kidney_1cell_300.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,179,20855.88671875,200.3632049560547,766.2460327148438,2.0174106893130967
[473] Kidney_1cell_473.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,615,299147.0,143.91476440429688,616.5120849609375,3.3177793008091117
[278] Kidney_1cell_278.htrms.PG.Quantity,kidney768,Proximal straight tubule,882,174530.8125,130.4048614501953,557.9888000488281,3.1265783284254764
[238] Kidney_1cell_238.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,699,209844.71875,146.89053344726562,530.7395629882812,3.1549042355981274
[102] Kidney_1cell_102.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,99,47857.421875,440.5115051269531,1534.931884765625,2.035992043400181
[446] Kidney_1cell_446.htrms.PG.Quantity,kidney768,Macula densa,364,2038757.25,115.16986846923828,413.04869079589844,4.2480266475929165
[709] Kidney_1cell_709.htrms.PG.Quantity,kidney768,Proximal straight tubule,914,58795.21484375,139.24073791503906,549.2609558105469,2.6255756654732925
[726] Kidney_1cell_726.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,883,244167.484375,126.64225769042969,457.6053771972656,3.2851091845214455
[85] Kidney_1cell_085.htrms.PG.Quantity,kidney768,DCT2,854,167092.078125,158.0897674560547,589.1572875976562,3.0240520997504294
[272] Kidney_1cell_272.htrms.PG.Quantity,,,57,11256.953125,236.7224578857422,1200.23974609375,1.677181396201075
[666] Kidney_1cell_666.htrms.PG.Quantity,kidney768,Proximal straight tubule,1124,330073.96875,107.62875366210938,445.9139709472656,3.486682963903608
[201] Kidney_1cell_201.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,571,246456.96875,138.2649383544922,558.1214599609375,3.2510290383077787
[399] Kidney_1cell_399.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,507,147715.234375,142.0641326904297,506.99603271484375,3.0169408436069536
[40] Kidney_1cell_040.htrms.PG.Quantity,kidney768,DCT2,1021,237978.6875,120.91641998291016,401.6787109375,3.2940527845951224
[684] Kidney_1cell_684.htrms.PG.Quantity,kidney768,Macula densa,626,565834.25,164.80235290527344,506.3861999511719,3.5357258239162923
[714] Kidney_1cell_714.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,492,151213.59375,194.19717407226562,594.3790588378906,2.891347929152186
[507] Kidney_1cell_507.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,927,580708.75,151.15426635742188,566.4476318359375,3.5845379602127863
[529] Kidney_1cell_529.htrms.PG.Quantity,kidney768,DCT2,1089,287402.59375,119.57698059082031,423.3298645019531,3.380843100276814
[609] Kidney_1cell_609.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,180,156524.109375,306.1194152832031,1175.0758666992188,2.708690366205754
[239] Kidney_1cell_239.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,496,43232.3828125,165.11376953125,584.3277587890625,2.4180258805183064
[8] Kidney_1cell_008.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,499,59201.76953125,201.80728149414062,652.242431640625,2.467397855761213
[554] Kidney_1cell_554.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,935,205751.640625,124.03948211669922,464.0409851074219,3.219783362555905
[114] Kidney_1cell_114.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,258,240507.53125,263.2176513671875,1057.5033569335938,2.96081367072268
[73] Kidney_1cell_073.htrms.PG.Quantity,kidney768,Proximal straight tubule,1197,151452.03125,117.86392974853516,474.11871337890625,3.108894185407897
[465] Kidney_1cell_465.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,302,45963.8125,253.7747802734375,987.0563049316406,2.25796758394339
[735] Kidney_1cell_735.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,416,698287.0,232.3729705810547,789.7249450683594,3.477848346956469
[526] Kidney_1cell_526.htrms.PG.Quantity,,,20,23786.44921875,348.0873107910156,1370.6543579101562,1.834641424729659
[404] Kidney_1cell_404.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,736,114836.03125,137.9481964111328,494.53904724121094,2.920362148087347
[560] Kidney_1cell_560.htrms.PG.Quantity,,,35,19152.134765625,519.91015625,2218.943359375,1.5662888877268006
[556] Kidney_1cell_556.htrms.PG.Quantity,kidney768,DCT2,1259,93539.3046875,100.34124755859375,381.7427978515625,2.969514640934551
[548] Kidney_1cell_548.htrms.PG.Quantity,,,71,124387.46875,371.3768005371094,1440.4029541015625,2.524961859742738
[75] Kidney_1cell_075.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,481,1428564.0,220.84963989257812,732.8841552734375,3.8108030061944937
[551] Kidney_1cell_551.htrms.PG.Quantity,kidney768,DCT2,1085,256394.75,115.53626251220703,424.2050476074219,3.3461908137997742
[588] Kidney_1cell_588.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,815,432218.4375,156.75302124023438,486.59710693359375,3.440487368875131
[349] Kidney_1cell_349.htrms.PG.Quantity,kidney768,Proximal straight tubule,1370,168559.328125,81.34797668457031,380.5524444580078,3.316406036029667
[634] Kidney_1cell_634.htrms.PG.Quantity,kidney768,Proximal straight tubule,483,130484.921875,180.529296875,827.08056640625,2.859012639208387
[672] Kidney_1cell_672.htrms.PG.Quantity,kidney768,CNT,1348,500202.4375,97.4582748413086,335.4991455078125,3.710327084283476
[250] Kidney_1cell_250.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,267,689900.4375,168.5213165283203,840.953125,3.6121315770751865
[59] Kidney_1cell_059.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,575,95533.5390625,207.90199279785156,749.9783325195312,2.6622972144017147
[531] Kidney_1cell_531.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,187,2126630.25,364.54974365234375,1326.4891357421875,3.7659351899753304
